ExchangeSegment,ExchangeInstrumentID,InstrumentType,Name,Description,Series,NameWithSeries,InstrumentID,PriceBand.High,PriceBand.Low,FreezeQty,TickSize,LotSize,Multiplier,UnderlyingInstrumentId,UnderlyingIndexName,ContractExpiration,StrikePrice,OptionType
NSEFO,38050,2,MIDCPNIFTY,MIDCPNIFTY2460312525PE,OPTIDX,MIDCPNIFTY-OPTIDX,2415500038050,1721.45,1067.25,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-03T14:30:00,12525,4
NSEFO,54786,2,MIDCPNIFTY,MIDCPNIFTY2460312075PE,OPTIDX,MIDCPNIFTY-OPTIDX,2415500054786,1270.9,651.7,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-03T14:30:00,12075,4
NSEFO,46514,2,MIDCPNIFTY,MIDCPNIFTY245179450CE,OPTIDX,MIDCPNIFTY-OPTIDX,2413800046514,1971.45,1307.45,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-17T14:30:00,9450,3
NSEFO,52840,2,MIDCPNIFTY,MIDCPNIFTY2451711325CE,OPTIDX,MIDCPNIFTY-OPTIDX,2413800052840,168.65,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-17T14:30:00,11325,3
NSEFO,55577,2,MIDCPNIFTY,MIDCPNIFTY24MAY10550PE,OPTIDX,MIDCPNIFTY-OPTIDX,2414800055577,82.05,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-27T14:30:00,10550,4
NSEFO,51872,2,MIDCPNIFTY,MIDCPNIFTY2451710825CE,OPTIDX,MIDCPNIFTY-OPTIDX,2413800051872,584.75,78.45,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-17T14:30:00,10825,3
NSEFO,39504,2,MIDCPNIFTY,MIDCPNIFTY24JUL12325PE,OPTIDX,MIDCPNIFTY-OPTIDX,2421100039504,1420.15,871.25,4201.0,0.05,50,1,-1,NIFTY MID SELECT,2024-07-29T14:30:00,12325,4
NSEFO,54529,2,MIDCPNIFTY,MIDCPNIFTY246038700CE,OPTIDX,MIDCPNIFTY-OPTIDX,2415500054529,2744.5,2080.5,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-03T14:30:00,8700,3
NSEFO,54634,2,MIDCPNIFTY,MIDCPNIFTY2460310225PE,OPTIDX,MIDCPNIFTY-OPTIDX,2415500054634,34.7,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-03T14:30:00,10225,4
NSEFO,39262,2,MIDCPNIFTY,MIDCPNIFTY24JUL10975CE,OPTIDX,MIDCPNIFTY-OPTIDX,2421100039262,767.75,353.05,4201.0,0.05,50,1,-1,NIFTY MID SELECT,2024-07-29T14:30:00,10975,3
NSEFO,54694,2,MIDCPNIFTY,MIDCPNIFTY2460310950PE,OPTIDX,MIDCPNIFTY-OPTIDX,2415500054694,287.75,39.75,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-03T14:30:00,10950,4
NSEFO,39237,2,MIDCPNIFTY,MIDCPNIFTY24JUL10850CE,OPTIDX,MIDCPNIFTY-OPTIDX,2421100039237,858.35,413.05,4201.0,0.05,50,1,-1,NIFTY MID SELECT,2024-07-29T14:30:00,10850,3
NSEFO,52819,2,MIDCPNIFTY,MIDCPNIFTY2451711200PE,OPTIDX,MIDCPNIFTY-OPTIDX,2413800052819,374.15,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-17T14:30:00,11200,4
NSEFO,48693,2,MIDCPNIFTY,MIDCPNIFTY245139850CE,OPTIDX,MIDCPNIFTY-OPTIDX,2413400048693,1561.15,897.15,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-13T14:30:00,9850,3
NSEFO,55667,2,MIDCPNIFTY,MIDCPNIFTY24MAY11625PE,OPTIDX,MIDCPNIFTY-OPTIDX,2414800055667,836.1,287.2,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-27T14:30:00,11625,4
NSEFO,48747,2,MIDCPNIFTY,MIDCPNIFTY2451310300CE,OPTIDX,MIDCPNIFTY-OPTIDX,2413400048747,1115.45,454.55,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-13T14:30:00,10300,3
NSEFO,54525,2,MIDCPNIFTY,MIDCPNIFTY246038500CE,OPTIDX,MIDCPNIFTY-OPTIDX,2415500054525,2943.4,2279.4,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-03T14:30:00,8500,3
NSEFO,49041,2,MIDCPNIFTY,MIDCPNIFTY2451313700CE,OPTIDX,MIDCPNIFTY-OPTIDX,2413400049041,3.05,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-13T14:30:00,13700,3
NSEFO,48727,2,MIDCPNIFTY,MIDCPNIFTY2451310125CE,OPTIDX,MIDCPNIFTY-OPTIDX,2413400048727,1290.5,626.9,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-13T14:30:00,10125,3
NSEFO,54729,2,MIDCPNIFTY,MIDCPNIFTY2460311375CE,OPTIDX,MIDCPNIFTY-OPTIDX,2415500054729,262.75,29.95,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-03T14:30:00,11375,3
NSEFO,52861,2,MIDCPNIFTY,MIDCPNIFTY2451711525PE,OPTIDX,MIDCPNIFTY-OPTIDX,2413800052861,750.6,177.4,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-17T14:30:00,11525,4
NSEFO,54542,2,MIDCPNIFTY,MIDCPNIFTY246039225PE,OPTIDX,MIDCPNIFTY-OPTIDX,2415500054542,3.05,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-03T14:30:00,9225,4
NSEFO,39489,2,MIDCPNIFTY,MIDCPNIFTY24JUL12150PE,OPTIDX,MIDCPNIFTY-OPTIDX,2421100039489,1263.25,742.65,4201.0,0.05,50,1,-1,NIFTY MID SELECT,2024-07-29T14:30:00,12150,4
NSEFO,38116,2,MIDCPNIFTY,MIDCPNIFTY24JUL8300PE,OPTIDX,MIDCPNIFTY-OPTIDX,2421100038116,3.15,0.05,4201.0,0.05,50,1,-1,NIFTY MID SELECT,2024-07-29T14:30:00,8300,4
NSEFO,51865,2,MIDCPNIFTY,MIDCPNIFTY2451710800PE,OPTIDX,MIDCPNIFTY-OPTIDX,2413800051865,129.0,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-17T14:30:00,10800,4
NSEFO,36201,2,MIDCPNIFTY,MIDCPNIFTY245069625PE,OPTIDX,MIDCPNIFTY-OPTIDX,2412700036201,3.05,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-06T14:30:00,9625,4
NSEFO,37974,2,MIDCPNIFTY,MIDCPNIFTY2451712525CE,OPTIDX,MIDCPNIFTY-OPTIDX,2413800037974,3.05,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-17T14:30:00,12525,3
NSEFO,46762,2,MIDCPNIFTY,MIDCPNIFTY24JUN11200CE,OPTIDX,MIDCPNIFTY-OPTIDX,2417600046762,474.9,142.0,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-24T14:30:00,11200,3
NSEFO,52987,2,MIDCPNIFTY,MIDCPNIFTY2451713800PE,OPTIDX,MIDCPNIFTY-OPTIDX,2413800052987,3036.15,2372.15,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-17T14:30:00,13800,4
NSEFO,39387,2,MIDCPNIFTY,MIDCPNIFTY24JUL11425CE,OPTIDX,MIDCPNIFTY-OPTIDX,2421100039387,488.0,187.2,4201.0,0.05,50,1,-1,NIFTY MID SELECT,2024-07-29T14:30:00,11425,3
NSEFO,52907,2,MIDCPNIFTY,MIDCPNIFTY2451711925PE,OPTIDX,MIDCPNIFTY-OPTIDX,2413800052907,1161.95,510.35,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-17T14:30:00,11925,4
NSEFO,38090,2,MIDCPNIFTY,MIDCPNIFTY24JUN13800PE,OPTIDX,MIDCPNIFTY-OPTIDX,2417600038090,2931.0,2268.0,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-24T14:30:00,13800,4
NSEFO,46263,2,MIDCPNIFTY,MIDCPNIFTY24JUN9425CE,OPTIDX,MIDCPNIFTY-OPTIDX,2417600046263,2068.05,1408.85,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-24T14:30:00,9425,3
NSEFO,54567,2,MIDCPNIFTY,MIDCPNIFTY246039525CE,OPTIDX,MIDCPNIFTY-OPTIDX,2415500054567,1929.5,1266.7,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-03T14:30:00,9525,3
NSEFO,42235,2,MIDCPNIFTY,MIDCPNIFTY24JUN9250CE,OPTIDX,MIDCPNIFTY-OPTIDX,2417600042235,2241.3,1579.5,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-24T14:30:00,9250,3
NSEFO,39541,2,MIDCPNIFTY,MIDCPNIFTY24JUL13200CE,OPTIDX,MIDCPNIFTY-OPTIDX,2421100039541,34.25,3.75,4201.0,0.05,50,1,-1,NIFTY MID SELECT,2024-07-29T14:30:00,13200,3
NSEFO,48666,2,MIDCPNIFTY,MIDCPNIFTY245139600PE,OPTIDX,MIDCPNIFTY-OPTIDX,2413400048666,5.45,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-13T14:30:00,9600,4
NSEFO,47040,2,MIDCPNIFTY,MIDCPNIFTY24JUN12700CE,OPTIDX,MIDCPNIFTY-OPTIDX,2417600047040,24.4,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-24T14:30:00,12700,3
NSEFO,36790,2,MIDCPNIFTY,MIDCPNIFTY2450611650CE,OPTIDX,MIDCPNIFTY-OPTIDX,2412700036790,3.35,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-06T14:30:00,11650,3
NSEFO,36085,2,MIDCPNIFTY,MIDCPNIFTY245069100CE,OPTIDX,MIDCPNIFTY-OPTIDX,2412700036085,2297.75,1633.75,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-06T14:30:00,9100,3
NSEFO,46379,2,MIDCPNIFTY,MIDCPNIFTY245178200PE,OPTIDX,MIDCPNIFTY-OPTIDX,2413800046379,3.05,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-17T14:30:00,8200,4
NSEFO,35328,2,MIDCPNIFTY,MIDCPNIFTY24JUN12625PE,OPTIDX,MIDCPNIFTY-OPTIDX,2417600035328,1763.85,1129.95,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-24T14:30:00,12625,4
NSEFO,48712,2,MIDCPNIFTY,MIDCPNIFTY2451310025PE,OPTIDX,MIDCPNIFTY-OPTIDX,2413400048712,3.1,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-13T14:30:00,10025,4
NSEFO,39448,2,MIDCPNIFTY,MIDCPNIFTY24JUL11850CE,OPTIDX,MIDCPNIFTY-OPTIDX,2421100039448,294.4,92.8,4201.0,0.05,50,1,-1,NIFTY MID SELECT,2024-07-29T14:30:00,11850,3
NSEFO,39200,2,MIDCPNIFTY,MIDCPNIFTY24JUL10525CE,OPTIDX,MIDCPNIFTY-OPTIDX,2421100039200,1116.6,598.8,4201.0,0.05,50,1,-1,NIFTY MID SELECT,2024-07-29T14:30:00,10525,3
NSEFO,55668,2,MIDCPNIFTY,MIDCPNIFTY24MAY11650CE,OPTIDX,MIDCPNIFTY-OPTIDX,2414800055668,103.85,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-27T14:30:00,11650,3
NSEFO,54641,2,MIDCPNIFTY,MIDCPNIFTY2460310325CE,OPTIDX,MIDCPNIFTY-OPTIDX,2415500054641,1132.8,520.9,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-03T14:30:00,10325,3
NSEFO,39486,2,MIDCPNIFTY,MIDCPNIFTY24JUL12125CE,OPTIDX,MIDCPNIFTY-OPTIDX,2421100039486,199.8,52.0,4201.0,0.05,50,1,-1,NIFTY MID SELECT,2024-07-29T14:30:00,12125,3
NSEFO,35128,2,MIDCPNIFTY,MIDCPNIFTY245179175CE,OPTIDX,MIDCPNIFTY-OPTIDX,2413800035128,2245.7,1581.7,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-17T14:30:00,9175,3
NSEFO,54605,2,MIDCPNIFTY,MIDCPNIFTY2460310000CE,OPTIDX,MIDCPNIFTY-OPTIDX,2415500054605,1456.25,807.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-03T14:30:00,10000,3
NSEFO,52949,2,MIDCPNIFTY,MIDCPNIFTY2451712600PE,OPTIDX,MIDCPNIFTY-OPTIDX,2413800052949,1834.15,1170.15,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-17T14:30:00,12600,4
NSEFO,39180,2,MIDCPNIFTY,MIDCPNIFTY24JUL10300CE,OPTIDX,MIDCPNIFTY-OPTIDX,2421100039180,1311.1,751.4,4201.0,0.05,50,1,-1,NIFTY MID SELECT,2024-07-29T14:30:00,10300,3
NSEFO,55765,2,MIDCPNIFTY,MIDCPNIFTY24MAY13900PE,OPTIDX,MIDCPNIFTY-OPTIDX,2414800055765,3109.2,2445.2,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-27T14:30:00,13900,4
NSEFO,48654,2,MIDCPNIFTY,MIDCPNIFTY245139450PE,OPTIDX,MIDCPNIFTY-OPTIDX,2413400048654,3.05,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-13T14:30:00,9450,4
NSEFO,39447,2,MIDCPNIFTY,MIDCPNIFTY24JUL11825PE,OPTIDX,MIDCPNIFTY-OPTIDX,2421100039447,986.65,529.45,4201.0,0.05,50,1,-1,NIFTY MID SELECT,2024-07-29T14:30:00,11825,4
NSEFO,54668,2,MIDCPNIFTY,MIDCPNIFTY2460310650PE,OPTIDX,MIDCPNIFTY-OPTIDX,2415500054668,139.85,6.45,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-03T14:30:00,10650,4
NSEFO,52960,2,MIDCPNIFTY,MIDCPNIFTY2451713100CE,OPTIDX,MIDCPNIFTY-OPTIDX,2413800052960,3.05,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-17T14:30:00,13100,3
NSEFO,46901,2,MIDCPNIFTY,MIDCPNIFTY24JUN11600PE,OPTIDX,MIDCPNIFTY-OPTIDX,2417600046901,802.8,345.3,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-24T14:30:00,11600,4
NSEFO,51430,2,MIDCPNIFTY,MIDCPNIFTY2450612475CE,OPTIDX,MIDCPNIFTY-OPTIDX,2412700051430,3.05,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-06T14:30:00,12475,3
NSEFO,36169,2,MIDCPNIFTY,MIDCPNIFTY245069475CE,OPTIDX,MIDCPNIFTY-OPTIDX,2412700036169,1926.45,1262.45,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-06T14:30:00,9475,3
NSEFO,45797,2,MIDCPNIFTY,MIDCPNIFTY24MAY10225CE,OPTIDX,MIDCPNIFTY-OPTIDX,2414800045797,1215.6,575.7,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-27T14:30:00,10225,3
NSEFO,48616,2,MIDCPNIFTY,MIDCPNIFTY245138500PE,OPTIDX,MIDCPNIFTY-OPTIDX,2413400048616,3.05,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-13T14:30:00,8500,4
NSEFO,39352,2,MIDCPNIFTY,MIDCPNIFTY24MAY9900PE,OPTIDX,MIDCPNIFTY-OPTIDX,2414800039352,4.6,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-27T14:30:00,9900,4
NSEFO,46275,2,MIDCPNIFTY,MIDCPNIFTY24JUN9525CE,OPTIDX,MIDCPNIFTY-OPTIDX,2417600046275,1969.05,1312.25,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-24T14:30:00,9525,3
NSEFO,38108,2,MIDCPNIFTY,MIDCPNIFTY24JUL8100PE,OPTIDX,MIDCPNIFTY-OPTIDX,2421100038108,3.05,0.05,4201.0,0.05,50,1,-1,NIFTY MID SELECT,2024-07-29T14:30:00,8100,4
NSEFO,54661,2,MIDCPNIFTY,MIDCPNIFTY2460310575CE,OPTIDX,MIDCPNIFTY-OPTIDX,2415500054661,889.05,335.25,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-03T14:30:00,10575,3
NSEFO,39219,2,MIDCPNIFTY,MIDCPNIFTY24JUL10650PE,OPTIDX,MIDCPNIFTY-OPTIDX,2421100039219,257.1,84.4,4201.0,0.05,50,1,-1,NIFTY MID SELECT,2024-07-29T14:30:00,10650,4
NSEFO,36367,2,MIDCPNIFTY,MIDCPNIFTY2450610175PE,OPTIDX,MIDCPNIFTY-OPTIDX,2412700036367,3.05,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-06T14:30:00,10175,4
NSEFO,36366,2,MIDCPNIFTY,MIDCPNIFTY24MAY9000CE,OPTIDX,MIDCPNIFTY-OPTIDX,2414800036366,2437.55,1773.55,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-27T14:30:00,9000,3
NSEFO,51845,2,MIDCPNIFTY,MIDCPNIFTY24MAY9025PE,OPTIDX,MIDCPNIFTY-OPTIDX,2414800051845,3.05,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-27T14:30:00,9025,4
NSEFO,48830,2,MIDCPNIFTY,MIDCPNIFTY2451310875PE,OPTIDX,MIDCPNIFTY-OPTIDX,2413400048830,165.2,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-13T14:30:00,10875,4
NSEFO,51873,2,MIDCPNIFTY,MIDCPNIFTY2451710825PE,OPTIDX,MIDCPNIFTY-OPTIDX,2413800051873,142.35,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-17T14:30:00,10825,4
NSEFO,54828,2,MIDCPNIFTY,MIDCPNIFTY2460313700PE,OPTIDX,MIDCPNIFTY-OPTIDX,2415500054828,2891.65,2227.65,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-03T14:30:00,13700,4
NSEFO,54517,2,MIDCPNIFTY,MIDCPNIFTY246038100CE,OPTIDX,MIDCPNIFTY-OPTIDX,2415500054517,3341.15,2677.15,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-03T14:30:00,8100,3
NSEFO,48998,2,MIDCPNIFTY,MIDCPNIFTY2451312325PE,OPTIDX,MIDCPNIFTY-OPTIDX,2413400048998,1574.05,910.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-13T14:30:00,12325,4
NSEFO,48905,2,MIDCPNIFTY,MIDCPNIFTY2451311600CE,OPTIDX,MIDCPNIFTY-OPTIDX,2413400048905,23.05,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-13T14:30:00,11600,3
NSEFO,52883,2,MIDCPNIFTY,MIDCPNIFTY2451711750PE,OPTIDX,MIDCPNIFTY-OPTIDX,2413800052883,981.65,350.25,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-17T14:30:00,11750,4
NSEFO,55485,2,MIDCPNIFTY,MIDCPNIFTY2460313800PE,OPTIDX,MIDCPNIFTY-OPTIDX,2415500055485,2991.1,2327.1,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-03T14:30:00,13800,4
NSEFO,43282,2,MIDCPNIFTY,MIDCPNIFTY24MAY14100CE,OPTIDX,MIDCPNIFTY-OPTIDX,2414800043282,3.05,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-27T14:30:00,14100,3
NSEFO,50842,2,MIDCPNIFTY,MIDCPNIFTY2451712325PE,OPTIDX,MIDCPNIFTY-OPTIDX,2413800050842,1564.3,901.1,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-17T14:30:00,12325,4
NSEFO,48673,2,MIDCPNIFTY,MIDCPNIFTY245139700CE,OPTIDX,MIDCPNIFTY-OPTIDX,2413400048673,1714.65,1050.65,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-13T14:30:00,9700,3
NSEFO,52851,2,MIDCPNIFTY,MIDCPNIFTY2451711400PE,OPTIDX,MIDCPNIFTY-OPTIDX,2413800052851,622.35,102.95,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-17T14:30:00,11400,4
NSEFO,35168,2,MIDCPNIFTY,MIDCPNIFTY2451312575PE,OPTIDX,MIDCPNIFTY-OPTIDX,2413400035168,1823.7,1159.7,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-13T14:30:00,12575,4
NSEFO,38815,2,MIDCPNIFTY,MIDCPNIFTY24JUL9675PE,OPTIDX,MIDCPNIFTY-OPTIDX,2421100038815,35.65,5.05,4201.0,0.05,50,1,-1,NIFTY MID SELECT,2024-07-29T14:30:00,9675,4
NSEFO,39513,2,MIDCPNIFTY,MIDCPNIFTY24JUL12425CE,OPTIDX,MIDCPNIFTY-OPTIDX,2421100039513,128.35,27.55,4201.0,0.05,50,1,-1,NIFTY MID SELECT,2024-07-29T14:30:00,12425,3
NSEFO,39334,2,MIDCPNIFTY,MIDCPNIFTY24JUL11225CE,OPTIDX,MIDCPNIFTY-OPTIDX,2421100039334,602.95,251.55,4201.0,0.05,50,1,-1,NIFTY MID SELECT,2024-07-29T14:30:00,11225,3
NSEFO,48885,2,MIDCPNIFTY,MIDCPNIFTY2451311400CE,OPTIDX,MIDCPNIFTY-OPTIDX,2413400048885,75.35,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-13T14:30:00,11400,3
NSEFO,48995,2,MIDCPNIFTY,MIDCPNIFTY2451312300CE,OPTIDX,MIDCPNIFTY-OPTIDX,2413400048995,3.05,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-13T14:30:00,12300,3
NSEFO,46521,2,MIDCPNIFTY,MIDCPNIFTY245179475PE,OPTIDX,MIDCPNIFTY-OPTIDX,2413800046521,3.05,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-17T14:30:00,9475,4
NSEFO,52911,2,MIDCPNIFTY,MIDCPNIFTY2451711975PE,OPTIDX,MIDCPNIFTY-OPTIDX,2413800052911,1212.7,557.8,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-17T14:30:00,11975,4
NSEFO,39544,2,MIDCPNIFTY,MIDCPNIFTY24JUL13300PE,OPTIDX,MIDCPNIFTY-OPTIDX,2421100039544,2347.25,1708.85,4201.0,0.05,50,1,-1,NIFTY MID SELECT,2024-07-29T14:30:00,13300,4
NSEFO,46402,2,MIDCPNIFTY,MIDCPNIFTY245178900CE,OPTIDX,MIDCPNIFTY-OPTIDX,2413800046402,2516.55,1852.55,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-17T14:30:00,8900,3
NSEFO,54695,2,MIDCPNIFTY,MIDCPNIFTY2460310975CE,OPTIDX,MIDCPNIFTY-OPTIDX,2415500054695,533.0,127.7,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-03T14:30:00,10975,3
NSEFO,37647,2,MIDCPNIFTY,MIDCPNIFTY24MAY9500PE,OPTIDX,MIDCPNIFTY-OPTIDX,2414800037647,3.1,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-27T14:30:00,9500,4
NSEFO,48251,2,MIDCPNIFTY,MIDCPNIFTY24JUN13500PE,OPTIDX,MIDCPNIFTY-OPTIDX,2417600048251,2633.75,1972.45,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-24T14:30:00,13500,4
NSEFO,48822,2,MIDCPNIFTY,MIDCPNIFTY2451310825PE,OPTIDX,MIDCPNIFTY-OPTIDX,2413400048822,111.9,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-13T14:30:00,10825,4
NSEFO,36905,2,MIDCPNIFTY,MIDCPNIFTY2450612075PE,OPTIDX,MIDCPNIFTY-OPTIDX,2412700036905,1340.75,676.75,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-06T14:30:00,12075,4
NSEFO,36857,2,MIDCPNIFTY,MIDCPNIFTY2450612000CE,OPTIDX,MIDCPNIFTY-OPTIDX,2412700036857,3.2,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-06T14:30:00,12000,3
NSEFO,48764,2,MIDCPNIFTY,MIDCPNIFTY2451310375PE,OPTIDX,MIDCPNIFTY-OPTIDX,2413400048764,5.45,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-13T14:30:00,10375,4
NSEFO,46747,2,MIDCPNIFTY,MIDCPNIFTY2451710175CE,OPTIDX,MIDCPNIFTY-OPTIDX,2413800046747,1247.8,587.9,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-17T14:30:00,10175,3
NSEFO,49050,2,MIDCPNIFTY,MIDCPNIFTY2451710650PE,OPTIDX,MIDCPNIFTY-OPTIDX,2413800049050,67.65,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-17T14:30:00,10650,4
NSEFO,48729,2,MIDCPNIFTY,MIDCPNIFTY2451310150CE,OPTIDX,MIDCPNIFTY-OPTIDX,2413400048729,1265.5,602.1,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-13T14:30:00,10150,3
NSEFO,40475,2,MIDCPNIFTY,MIDCPNIFTY24MAY10125CE,OPTIDX,MIDCPNIFTY-OPTIDX,2414800040475,1315.95,666.85,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-27T14:30:00,10125,3
NSEFO,49035,2,MIDCPNIFTY,MIDCPNIFTY2451313400CE,OPTIDX,MIDCPNIFTY-OPTIDX,2413400049035,3.05,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-13T14:30:00,13400,3
NSEFO,35125,2,MIDCPNIFTY,MIDCPNIFTY245139225CE,OPTIDX,MIDCPNIFTY-OPTIDX,2413400035125,2188.75,1524.75,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-13T14:30:00,9225,3
NSEFO,55623,2,MIDCPNIFTY,MIDCPNIFTY24MAY11075PE,OPTIDX,MIDCPNIFTY-OPTIDX,2414800055623,350.25,42.65,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-27T14:30:00,11075,4
NSEFO,37031,2,MIDCPNIFTY,MIDCPNIFTY2450612700PE,OPTIDX,MIDCPNIFTY-OPTIDX,2412700037031,1965.6,1301.6,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-06T14:30:00,12700,4
NSEFO,39458,2,MIDCPNIFTY,MIDCPNIFTY24JUL11900CE,OPTIDX,MIDCPNIFTY-OPTIDX,2421100039458,275.95,84.85,4201.0,0.05,50,1,-1,NIFTY MID SELECT,2024-07-29T14:30:00,11900,3
NSEFO,39535,2,MIDCPNIFTY,MIDCPNIFTY24JUL13000PE,OPTIDX,MIDCPNIFTY-OPTIDX,2421100039535,2056.15,1434.85,4201.0,0.05,50,1,-1,NIFTY MID SELECT,2024-07-29T14:30:00,13000,4
NSEFO,54728,2,MIDCPNIFTY,MIDCPNIFTY2460311350PE,OPTIDX,MIDCPNIFTY-OPTIDX,2415500054728,581.65,160.45,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-03T14:30:00,11350,4
