ExchangeSegment,ExchangeInstrumentID,InstrumentType,Name,Description,Series,NameWithSeries,InstrumentID,PriceBand.High,PriceBand.Low,FreezeQty,TickSize,LotSize,Multiplier,UnderlyingInstrumentId,UnderlyingIndexName,ContractExpiration,StrikePrice,OptionType
NSEFO,54733,2,MIDCPNIFTY,MIDCPNIFTY2460311425CE,OPTIDX,MIDCPNIFTY-OPTIDX,2415500054733,236.7,23.7,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-03T14:30:00,11425,3
NSEFO,41024,2,MIDCPNIFTY,MIDCPNIFTY24JUN7700PE,OPTIDX,MIDCPNIFTY-OPTIDX,2417600041024,3.05,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-24T14:30:00,7700,4
NSEFO,48875,2,MIDCPNIFTY,MIDCPNIFTY2451311300CE,OPTIDX,MIDCPNIFTY-OPTIDX,2413400048875,126.8,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-13T14:30:00,11300,3
NSEFO,36256,2,MIDCPNIFTY,MIDCPNIFTY245069775CE,OPTIDX,MIDCPNIFTY-OPTIDX,2412700036256,1622.85,958.85,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-06T14:30:00,9775,3
NSEFO,37135,2,MIDCPNIFTY,MIDCPNIFTY24JUN13700PE,OPTIDX,MIDCPNIFTY-OPTIDX,2417600037135,2831.95,2169.35,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-24T14:30:00,13700,4
NSEFO,36503,2,MIDCPNIFTY,MIDCPNIFTY2450610650PE,OPTIDX,MIDCPNIFTY-OPTIDX,2412700036503,3.65,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-06T14:30:00,10650,4
NSEFO,48777,2,MIDCPNIFTY,MIDCPNIFTY2451310450CE,OPTIDX,MIDCPNIFTY-OPTIDX,2413400048777,964.15,312.35,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-13T14:30:00,10450,3
NSEFO,36483,2,MIDCPNIFTY,MIDCPNIFTY2450610600CE,OPTIDX,MIDCPNIFTY-OPTIDX,2412700036483,802.45,138.45,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-06T14:30:00,10600,3
NSEFO,39098,2,MIDCPNIFTY,MIDCPNIFTY24MAY9750CE,OPTIDX,MIDCPNIFTY-OPTIDX,2414800039098,1690.8,1028.4,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-27T14:30:00,9750,3
NSEFO,39224,2,MIDCPNIFTY,MIDCPNIFTY24JUL10725CE,OPTIDX,MIDCPNIFTY-OPTIDX,2421100039224,953.95,479.35,4201.0,0.05,50,1,-1,NIFTY MID SELECT,2024-07-29T14:30:00,10725,3
NSEFO,48672,2,MIDCPNIFTY,MIDCPNIFTY245139675PE,OPTIDX,MIDCPNIFTY-OPTIDX,2413400048672,3.05,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-13T14:30:00,9675,4
NSEFO,55662,2,MIDCPNIFTY,MIDCPNIFTY24MAY11575CE,OPTIDX,MIDCPNIFTY-OPTIDX,2414800055662,129.25,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-27T14:30:00,11575,3
NSEFO,39379,2,MIDCPNIFTY,MIDCPNIFTY24JUL11350CE,OPTIDX,MIDCPNIFTY-OPTIDX,2421100039379,529.3,209.7,4201.0,0.05,50,1,-1,NIFTY MID SELECT,2024-07-29T14:30:00,11350,3
NSEFO,36407,2,MIDCPNIFTY,MIDCPNIFTY2450610350PE,OPTIDX,MIDCPNIFTY-OPTIDX,2412700036407,3.2,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-06T14:30:00,10350,4
NSEFO,52906,2,MIDCPNIFTY,MIDCPNIFTY2451711925CE,OPTIDX,MIDCPNIFTY-OPTIDX,2413800052906,8.85,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-17T14:30:00,11925,3
NSEFO,48212,2,MIDCPNIFTY,MIDCPNIFTY24JUN11950CE,OPTIDX,MIDCPNIFTY-OPTIDX,2417600048212,134.75,14.85,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-24T14:30:00,11950,3
NSEFO,55626,2,MIDCPNIFTY,MIDCPNIFTY24MAY11125CE,OPTIDX,MIDCPNIFTY-OPTIDX,2414800055626,377.1,46.0,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-27T14:30:00,11125,3
NSEFO,52841,2,MIDCPNIFTY,MIDCPNIFTY2451711325PE,OPTIDX,MIDCPNIFTY-OPTIDX,2413800052841,546.6,67.1,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-17T14:30:00,11325,4
NSEFO,39523,2,MIDCPNIFTY,MIDCPNIFTY24JUL12525PE,OPTIDX,MIDCPNIFTY-OPTIDX,2421100039523,1604.5,1028.3,4201.0,0.05,50,1,-1,NIFTY MID SELECT,2024-07-29T14:30:00,12525,4
NSEFO,46696,2,MIDCPNIFTY,MIDCPNIFTY24JUN11050PE,OPTIDX,MIDCPNIFTY-OPTIDX,2417600046696,397.1,116.1,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-24T14:30:00,11050,4
NSEFO,42187,2,MIDCPNIFTY,MIDCPNIFTY24JUN8400CE,OPTIDX,MIDCPNIFTY-OPTIDX,2417600042187,3079.35,2415.35,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-24T14:30:00,8400,3
NSEFO,48965,2,MIDCPNIFTY,MIDCPNIFTY2451312100CE,OPTIDX,MIDCPNIFTY-OPTIDX,2413400048965,4.6,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-13T14:30:00,12100,3
NSEFO,52885,2,MIDCPNIFTY,MIDCPNIFTY2451711775PE,OPTIDX,MIDCPNIFTY-OPTIDX,2413800052885,1007.15,371.75,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-17T14:30:00,11775,4
NSEFO,48667,2,MIDCPNIFTY,MIDCPNIFTY245139625CE,OPTIDX,MIDCPNIFTY-OPTIDX,2413400048667,1785.8,1121.8,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-13T14:30:00,9625,3
NSEFO,36212,2,MIDCPNIFTY,MIDCPNIFTY245069675PE,OPTIDX,MIDCPNIFTY-OPTIDX,2412700036212,3.05,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-06T14:30:00,9675,4
NSEFO,36129,2,MIDCPNIFTY,MIDCPNIFTY245069250CE,OPTIDX,MIDCPNIFTY-OPTIDX,2412700036129,2151.3,1487.3,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-06T14:30:00,9250,3
NSEFO,39236,2,MIDCPNIFTY,MIDCPNIFTY24JUL10825PE,OPTIDX,MIDCPNIFTY-OPTIDX,2421100039236,332.65,119.85,4201.0,0.05,50,1,-1,NIFTY MID SELECT,2024-07-29T14:30:00,10825,4
NSEFO,55693,2,MIDCPNIFTY,MIDCPNIFTY24MAY11950PE,OPTIDX,MIDCPNIFTY-OPTIDX,2414800055693,1160.7,538.6,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-27T14:30:00,11950,4
NSEFO,46766,2,MIDCPNIFTY,MIDCPNIFTY2451710325CE,OPTIDX,MIDCPNIFTY-OPTIDX,2413800046766,1096.85,445.25,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-17T14:30:00,10325,3
NSEFO,36117,2,MIDCPNIFTY,MIDCPNIFTY245069225PE,OPTIDX,MIDCPNIFTY-OPTIDX,2412700036117,3.05,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-06T14:30:00,9225,4
NSEFO,39359,2,MIDCPNIFTY,MIDCPNIFTY24MAY9950PE,OPTIDX,MIDCPNIFTY-OPTIDX,2414800039359,5.15,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-27T14:30:00,9950,4
NSEFO,54742,2,MIDCPNIFTY,MIDCPNIFTY2460311525PE,OPTIDX,MIDCPNIFTY-OPTIDX,2415500054742,735.95,248.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-03T14:30:00,11525,4
NSEFO,39378,2,MIDCPNIFTY,MIDCPNIFTY24JUL11325PE,OPTIDX,MIDCPNIFTY-OPTIDX,2421100039378,615.9,277.8,4201.0,0.05,50,1,-1,NIFTY MID SELECT,2024-07-29T14:30:00,11325,4
NSEFO,55572,2,MIDCPNIFTY,MIDCPNIFTY24MAY10500CE,OPTIDX,MIDCPNIFTY-OPTIDX,2414800055572,940.15,348.85,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-27T14:30:00,10500,3
NSEFO,38088,2,MIDCPNIFTY,MIDCPNIFTY24MAY9600PE,OPTIDX,MIDCPNIFTY-OPTIDX,2414800038088,3.2,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-27T14:30:00,9600,4
NSEFO,39101,2,MIDCPNIFTY,MIDCPNIFTY24MAY9775CE,OPTIDX,MIDCPNIFTY-OPTIDX,2414800039101,1665.8,1003.8,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-27T14:30:00,9775,3
NSEFO,38057,2,MIDCPNIFTY,MIDCPNIFTY24JUN12275CE,OPTIDX,MIDCPNIFTY-OPTIDX,2417600038057,68.1,3.0,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-24T14:30:00,12275,3
NSEFO,36818,2,MIDCPNIFTY,MIDCPNIFTY2450611775CE,OPTIDX,MIDCPNIFTY-OPTIDX,2412700036818,3.35,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-06T14:30:00,11775,3
NSEFO,52909,2,MIDCPNIFTY,MIDCPNIFTY2451711950PE,OPTIDX,MIDCPNIFTY-OPTIDX,2413800052909,1187.4,534.0,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-17T14:30:00,11950,4
NSEFO,49043,2,MIDCPNIFTY,MIDCPNIFTY2451313800CE,OPTIDX,MIDCPNIFTY-OPTIDX,2413400049043,3.05,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-13T14:30:00,13800,3
NSEFO,63945,2,MIDCPNIFTY,MIDCPNIFTY24JUN12025PE,OPTIDX,MIDCPNIFTY-OPTIDX,2417600063945,1184.75,625.75,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-24T14:30:00,12025,4
NSEFO,46345,2,MIDCPNIFTY,MIDCPNIFTY245139325PE,OPTIDX,MIDCPNIFTY-OPTIDX,2413400046345,3.05,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-13T14:30:00,9325,4
NSEFO,46763,2,MIDCPNIFTY,MIDCPNIFTY2451710275PE,OPTIDX,MIDCPNIFTY-OPTIDX,2413800046763,7.4,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-17T14:30:00,10275,4
NSEFO,54692,2,MIDCPNIFTY,MIDCPNIFTY2460310925PE,OPTIDX,MIDCPNIFTY-OPTIDX,2415500054692,272.85,35.45,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-03T14:30:00,10925,4
NSEFO,37983,2,MIDCPNIFTY,MIDCPNIFTY24MAY12550PE,OPTIDX,MIDCPNIFTY-OPTIDX,2414800037983,1764.1,1103.4,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-27T14:30:00,12550,4
NSEFO,51833,2,MIDCPNIFTY,MIDCPNIFTY24MAY7600CE,OPTIDX,MIDCPNIFTY-OPTIDX,2414800051833,3831.05,3167.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-27T14:30:00,7600,3
NSEFO,48865,2,MIDCPNIFTY,MIDCPNIFTY2451311200CE,OPTIDX,MIDCPNIFTY-OPTIDX,2413400048865,197.7,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-13T14:30:00,11200,3
NSEFO,36710,2,MIDCPNIFTY,MIDCPNIFTY2450611375CE,OPTIDX,MIDCPNIFTY-OPTIDX,2412700036710,4.15,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-06T14:30:00,11375,3
NSEFO,52953,2,MIDCPNIFTY,MIDCPNIFTY2451712800PE,OPTIDX,MIDCPNIFTY-OPTIDX,2413800052953,2038.5,1374.5,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-17T14:30:00,12800,4
NSEFO,36470,2,MIDCPNIFTY,MIDCPNIFTY2450610550CE,OPTIDX,MIDCPNIFTY-OPTIDX,2412700036470,852.25,188.25,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-06T14:30:00,10550,3
NSEFO,36281,2,MIDCPNIFTY,MIDCPNIFTY245069925PE,OPTIDX,MIDCPNIFTY-OPTIDX,2412700036281,3.05,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-06T14:30:00,9925,4
NSEFO,54699,2,MIDCPNIFTY,MIDCPNIFTY2460311025CE,OPTIDX,MIDCPNIFTY-OPTIDX,2415500054699,493.6,110.0,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-03T14:30:00,11025,3
NSEFO,39425,2,MIDCPNIFTY,MIDCPNIFTY24JUL11625CE,OPTIDX,MIDCPNIFTY-OPTIDX,2421100039425,388.4,136.3,4201.0,0.05,50,1,-1,NIFTY MID SELECT,2024-07-29T14:30:00,11625,3
NSEFO,46550,2,MIDCPNIFTY,MIDCPNIFTY245179550PE,OPTIDX,MIDCPNIFTY-OPTIDX,2413800046550,3.05,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-17T14:30:00,9550,4
NSEFO,55651,2,MIDCPNIFTY,MIDCPNIFTY24MAY11425PE,OPTIDX,MIDCPNIFTY-OPTIDX,2414800055651,644.75,169.35,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-27T14:30:00,11425,4
NSEFO,39423,2,MIDCPNIFTY,MIDCPNIFTY24JUL11600CE,OPTIDX,MIDCPNIFTY-OPTIDX,2421100039423,400.0,142.0,4201.0,0.05,50,1,-1,NIFTY MID SELECT,2024-07-29T14:30:00,11600,3
NSEFO,46771,2,MIDCPNIFTY,MIDCPNIFTY24JUN11225PE,OPTIDX,MIDCPNIFTY-OPTIDX,2417600046771,511.8,172.3,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-24T14:30:00,11225,4
NSEFO,54537,2,MIDCPNIFTY,MIDCPNIFTY246039100CE,OPTIDX,MIDCPNIFTY-OPTIDX,2415500054537,2346.75,1682.75,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-03T14:30:00,9100,3
NSEFO,48713,2,MIDCPNIFTY,MIDCPNIFTY2451310050CE,OPTIDX,MIDCPNIFTY-OPTIDX,2413400048713,1365.35,701.55,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-13T14:30:00,10050,3
NSEFO,52923,2,MIDCPNIFTY,MIDCPNIFTY2451712100PE,OPTIDX,MIDCPNIFTY-OPTIDX,2413800052923,1334.95,674.95,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-17T14:30:00,12100,4
NSEFO,54804,2,MIDCPNIFTY,MIDCPNIFTY2460312600PE,OPTIDX,MIDCPNIFTY-OPTIDX,2415500054804,1789.75,1133.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-03T14:30:00,12600,4
NSEFO,46496,2,MIDCPNIFTY,MIDCPNIFTY24JUN10500CE,OPTIDX,MIDCPNIFTY-OPTIDX,2417600046496,1026.95,482.25,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-24T14:30:00,10500,3
NSEFO,38964,2,MIDCPNIFTY,MIDCPNIFTY24JUL9875PE,OPTIDX,MIDCPNIFTY-OPTIDX,2421100038964,57.95,10.35,4201.0,0.05,50,1,-1,NIFTY MID SELECT,2024-07-29T14:30:00,9875,4
NSEFO,38877,2,MIDCPNIFTY,MIDCPNIFTY24JUL9700PE,OPTIDX,MIDCPNIFTY-OPTIDX,2421100038877,38.8,6.4,4201.0,0.05,50,1,-1,NIFTY MID SELECT,2024-07-29T14:30:00,9700,4
NSEFO,46504,2,MIDCPNIFTY,MIDCPNIFTY24JUN10500PE,OPTIDX,MIDCPNIFTY-OPTIDX,2417600046504,142.0,22.6,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-24T14:30:00,10500,4
NSEFO,39744,2,MIDCPNIFTY,MIDCPNIFTY24JUN7400CE,OPTIDX,MIDCPNIFTY-OPTIDX,2417600039744,4072.3,3408.3,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-24T14:30:00,7400,3
NSEFO,36906,2,MIDCPNIFTY,MIDCPNIFTY2450612100CE,OPTIDX,MIDCPNIFTY-OPTIDX,2412700036906,3.15,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-06T14:30:00,12100,3
NSEFO,48719,2,MIDCPNIFTY,MIDCPNIFTY2451310100CE,OPTIDX,MIDCPNIFTY-OPTIDX,2413400048719,1315.45,651.75,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-13T14:30:00,10100,3
NSEFO,36047,2,MIDCPNIFTY,MIDCPNIFTY245068700CE,OPTIDX,MIDCPNIFTY-OPTIDX,2412700036047,2697.65,2033.65,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-06T14:30:00,8700,3
NSEFO,38077,2,MIDCPNIFTY,MIDCPNIFTY24JUN12525PE,OPTIDX,MIDCPNIFTY-OPTIDX,2417600038077,1668.75,1042.65,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-24T14:30:00,12525,4
NSEFO,36769,2,MIDCPNIFTY,MIDCPNIFTY2450611550PE,OPTIDX,MIDCPNIFTY-OPTIDX,2412700036769,811.85,147.85,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-06T14:30:00,11550,4
NSEFO,48953,2,MIDCPNIFTY,MIDCPNIFTY2451312025CE,OPTIDX,MIDCPNIFTY-OPTIDX,2413400048953,3.2,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-13T14:30:00,12025,3
NSEFO,36505,2,MIDCPNIFTY,MIDCPNIFTY2450610675CE,OPTIDX,MIDCPNIFTY-OPTIDX,2412700036505,728.3,64.4,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-06T14:30:00,10675,3
NSEFO,52961,2,MIDCPNIFTY,MIDCPNIFTY2451713100PE,OPTIDX,MIDCPNIFTY-OPTIDX,2413800052961,2337.8,1673.8,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-17T14:30:00,13100,4
NSEFO,42988,2,MIDCPNIFTY,MIDCPNIFTY24JUN9325PE,OPTIDX,MIDCPNIFTY-OPTIDX,2417600042988,4.4,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-24T14:30:00,9325,4
NSEFO,49596,2,MIDCPNIFTY,MIDCPNIFTY2451710750CE,OPTIDX,MIDCPNIFTY-OPTIDX,2413800049596,660.85,116.35,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-17T14:30:00,10750,3
NSEFO,46391,2,MIDCPNIFTY,MIDCPNIFTY24JUN10025CE,OPTIDX,MIDCPNIFTY-OPTIDX,2417600046391,1476.85,851.35,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-24T14:30:00,10025,3
NSEFO,55660,2,MIDCPNIFTY,MIDCPNIFTY24MAY11550CE,OPTIDX,MIDCPNIFTY-OPTIDX,2414800055660,138.6,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-27T14:30:00,11550,3
NSEFO,36322,2,MIDCPNIFTY,MIDCPNIFTY2450610025CE,OPTIDX,MIDCPNIFTY-OPTIDX,2412700036322,1376.75,712.75,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-06T14:30:00,10025,3
NSEFO,55607,2,MIDCPNIFTY,MIDCPNIFTY24MAY10875PE,OPTIDX,MIDCPNIFTY-OPTIDX,2414800055607,220.0,10.6,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-27T14:30:00,10875,4
NSEFO,46446,2,MIDCPNIFTY,MIDCPNIFTY245179325CE,OPTIDX,MIDCPNIFTY-OPTIDX,2413800046446,2096.1,1432.1,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-17T14:30:00,9325,3
NSEFO,52791,2,MIDCPNIFTY,MIDCPNIFTY2451710975PE,OPTIDX,MIDCPNIFTY-OPTIDX,2413800052791,236.55,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-17T14:30:00,10975,4
NSEFO,47039,2,MIDCPNIFTY,MIDCPNIFTY24JUN12600PE,OPTIDX,MIDCPNIFTY-OPTIDX,2417600047039,1739.3,1107.2,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-24T14:30:00,12600,4
NSEFO,54751,2,MIDCPNIFTY,MIDCPNIFTY2460311650CE,OPTIDX,MIDCPNIFTY-OPTIDX,2415500054751,141.5,6.1,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-03T14:30:00,11650,3
NSEFO,54683,2,MIDCPNIFTY,MIDCPNIFTY2460310850CE,OPTIDX,MIDCPNIFTY-OPTIDX,2415500054683,637.3,179.8,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-03T14:30:00,10850,3
NSEFO,48674,2,MIDCPNIFTY,MIDCPNIFTY245139700PE,OPTIDX,MIDCPNIFTY-OPTIDX,2413400048674,5.85,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-13T14:30:00,9700,4
NSEFO,39207,2,MIDCPNIFTY,MIDCPNIFTY24JUL10550PE,OPTIDX,MIDCPNIFTY-OPTIDX,2421100039207,220.0,68.6,4201.0,0.05,50,1,-1,NIFTY MID SELECT,2024-07-29T14:30:00,10550,4
NSEFO,39491,2,MIDCPNIFTY,MIDCPNIFTY24JUL12175PE,OPTIDX,MIDCPNIFTY-OPTIDX,2421100039491,1285.35,760.45,4201.0,0.05,50,1,-1,NIFTY MID SELECT,2024-07-29T14:30:00,12175,4
NSEFO,46692,2,MIDCPNIFTY,MIDCPNIFTY245179925PE,OPTIDX,MIDCPNIFTY-OPTIDX,2413800046692,3.2,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-17T14:30:00,9925,4
NSEFO,48991,2,MIDCPNIFTY,MIDCPNIFTY2451312275CE,OPTIDX,MIDCPNIFTY-OPTIDX,2413400048991,3.05,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-13T14:30:00,12275,3
NSEFO,39467,2,MIDCPNIFTY,MIDCPNIFTY24JUL11975PE,OPTIDX,MIDCPNIFTY-OPTIDX,2421100039467,1111.9,623.8,4201.0,0.05,50,1,-1,NIFTY MID SELECT,2024-07-29T14:30:00,11975,4
NSEFO,52940,2,MIDCPNIFTY,MIDCPNIFTY2451712275CE,OPTIDX,MIDCPNIFTY-OPTIDX,2413800052940,3.2,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-17T14:30:00,12275,3
NSEFO,52856,2,MIDCPNIFTY,MIDCPNIFTY2451711475CE,OPTIDX,MIDCPNIFTY-OPTIDX,2413800052856,97.4,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-17T14:30:00,11475,3
NSEFO,35123,2,MIDCPNIFTY,MIDCPNIFTY245139175PE,OPTIDX,MIDCPNIFTY-OPTIDX,2413400035123,3.05,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-13T14:30:00,9175,4
NSEFO,48938,2,MIDCPNIFTY,MIDCPNIFTY2451311875PE,OPTIDX,MIDCPNIFTY-OPTIDX,2413400048938,1119.65,460.55,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-13T14:30:00,11875,4
NSEFO,36275,2,MIDCPNIFTY,MIDCPNIFTY245069875PE,OPTIDX,MIDCPNIFTY-OPTIDX,2412700036275,3.05,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-06T14:30:00,9875,4
NSEFO,46994,2,MIDCPNIFTY,MIDCPNIFTY24JUN12100CE,OPTIDX,MIDCPNIFTY-OPTIDX,2417600046994,103.25,11.65,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-24T14:30:00,12100,3
NSEFO,53859,2,MIDCPNIFTY,MIDCPNIFTY245179275PE,OPTIDX,MIDCPNIFTY-OPTIDX,2413800053859,3.05,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-17T14:30:00,9275,4
NSEFO,36082,2,MIDCPNIFTY,MIDCPNIFTY24MAY8300PE,OPTIDX,MIDCPNIFTY-OPTIDX,2414800036082,3.05,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-27T14:30:00,8300,4
NSEFO,36534,2,MIDCPNIFTY,MIDCPNIFTY2450610700PE,OPTIDX,MIDCPNIFTY-OPTIDX,2412700036534,4.05,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-06T14:30:00,10700,4
NSEFO,48972,2,MIDCPNIFTY,MIDCPNIFTY2451312150PE,OPTIDX,MIDCPNIFTY-OPTIDX,2413400048972,1399.25,735.55,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-13T14:30:00,12150,4
NSEFO,46463,2,MIDCPNIFTY,MIDCPNIFTY24JUN10325CE,OPTIDX,MIDCPNIFTY-OPTIDX,2417600046463,1188.8,607.3,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-24T14:30:00,10325,3
NSEFO,52793,2,MIDCPNIFTY,MIDCPNIFTY2451711000PE,OPTIDX,MIDCPNIFTY-OPTIDX,2413800052793,255.05,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-17T14:30:00,11000,4
NSEFO,46678,2,MIDCPNIFTY,MIDCPNIFTY24JUN10975PE,OPTIDX,MIDCPNIFTY-OPTIDX,2417600046678,352.65,96.45,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-24T14:30:00,10975,4
NSEFO,39482,2,MIDCPNIFTY,MIDCPNIFTY24JUL12100CE,OPTIDX,MIDCPNIFTY-OPTIDX,2421100039482,211.05,58.75,4201.0,0.05,50,1,-1,NIFTY MID SELECT,2024-07-29T14:30:00,12100,3
NSEFO,42219,2,MIDCPNIFTY,MIDCPNIFTY24JUN9125PE,OPTIDX,MIDCPNIFTY-OPTIDX,2417600042219,3.55,0.05,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-24T14:30:00,9125,4
NSEFO,48886,2,MIDCPNIFTY,MIDCPNIFTY2451311400PE,OPTIDX,MIDCPNIFTY-OPTIDX,2413400048886,629.3,72.3,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-13T14:30:00,11400,4
NSEFO,54731,2,MIDCPNIFTY,MIDCPNIFTY2460311400CE,OPTIDX,MIDCPNIFTY-OPTIDX,2415500054731,249.5,26.7,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-06-03T14:30:00,11400,3
NSEFO,55609,2,MIDCPNIFTY,MIDCPNIFTY24MAY10900PE,OPTIDX,MIDCPNIFTY-OPTIDX,2414800055609,234.45,13.35,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-27T14:30:00,10900,4
NSEFO,39358,2,MIDCPNIFTY,MIDCPNIFTY24MAY9950CE,OPTIDX,MIDCPNIFTY-OPTIDX,2414800039358,1491.15,832.95,4201.0,0.05,75,1,-1,NIFTY MID SELECT,2024-05-27T14:30:00,9950,3
